id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13163060,Rental unit in Zürich · ★4.66 · 1 bedroom · 1 bed · 1 private bath,70291646,Sofia Sara,Kreis 1,Lindenhof,47.37348,8.54147,Private room,54,15,102,2023-02-02,1.11,3,329,2,
13307128,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22004663,Patrick,Kreis 1,Rathaus,47.36827,8.54274,Entire home/apt,195,1,2,2018-07-31,0.02,2,364,0,
13353575,Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,16506657,Karen,Kreis 2,Enge,47.35843,8.52863,Private room,60,21,41,2023-11-25,0.48,3,73,2,
13432999,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1 bath,475053,James,Kreis 1,Lindenhof,47.37067,8.54021,Entire home/apt,388,1,106,2023-12-13,1.16,15,341,29,
13514089,Rental unit in Zürich · ★4.81 · 3 bedrooms · 3 beds · 1.5 baths,475053,James,Kreis 1,City,47.37507,8.53504,Entire home/apt,581,1,137,2023-12-22,1.50,15,342,26,
13656976,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,3592245,Fabio,Kreis 6,Unterstrass,47.39961,8.54144,Entire home/apt,110,3,5,2021-08-14,0.06,4,48,0,
13720909,Rental unit in Zürich · ★4.52 · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,Entire home/apt,130,5,21,2023-04-30,0.23,43,87,1,
13736251,Rental unit in Zürich · ★4.80 · 2 bedrooms · 2 beds · 2 baths,23561865,Dimi,Kreis 8,Mühlebach,47.36356,8.54963,Entire home/apt,192,2,267,2023-12-03,2.94,61,79,23,
13737722,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1.5 baths,23561865,Dimi,Kreis 8,Mühlebach,47.36385,8.54942,Entire home/apt,238,2,275,2023-12-21,3.07,61,34,47,
13738438,Rental unit in Zürich · ★4.84 · Studio · 1 bed · 1 bath,23561865,Dimi,Kreis 8,Mühlebach,47.36385,8.54942,Entire home/apt,145,2,87,2023-12-20,0.96,61,52,44,
13738854,Rental unit in Zürich · ★4.86 · 1 bedroom · 2 beds · 1 bath,23561865,Dimi,Kreis 8,Seefeld,47.35733,8.55358,Entire home/apt,155,2,125,2023-12-21,1.39,61,30,18,
13738980,Rental unit in Zürich · ★4.78 · 2 bedrooms · 3 beds · 1 bath,23561865,Dimi,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,193,2,83,2023-08-14,0.93,61,27,15,
13740005,Rental unit in Zürich · ★4.73 · 2 bedrooms · 3 beds · 1 bath,23561865,Dimi,Kreis 2,Enge,47.36376,8.53257,Entire home/apt,179,2,279,2023-12-16,3.08,61,5,22,
13754939,Condo in Zürich · 2 bedrooms · 6 beds · 1 bath,69606001,Sabrina,Kreis 10,Wipkingen,47.39614,8.52994,Entire home/apt,,10,2,2017-04-17,0.02,1,0,0,
13760278,Rental unit in Zürich · ★4.61 · 1 bedroom · 1 bed · 1 bath,80673820,Carla,Kreis 8,Seefeld,47.35552,8.55646,Entire home/apt,,2,31,2023-08-07,0.34,1,0,1,
13821357,Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 bath,81431934,Rico,Kreis 3,Sihlfeld,47.37876,8.50788,Entire home/apt,,3,14,2023-11-19,0.16,1,0,10,
13842275,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1 bath,81685146,Rumyana,Kreis 3,Friesenberg,47.36659,8.5012,Entire home/apt,175,7,37,2023-11-09,0.41,1,177,6,
13857928,Rental unit in Zürich · ★4.31 · 1 bedroom · 1 bed · 1.5 baths,7698073,Christos,Kreis 2,Enge,47.36014,8.53381,Private room,,1,13,2019-12-15,0.18,4,0,0,
13879118,Rental unit in Zürich · ★4.92 · 2 bedrooms · 2 beds · 1 bath,56932925,Hyesook,Kreis 5,Gewerbeschule,47.38134,8.53501,Entire home/apt,190,3,253,2023-12-20,2.80,2,281,66,
13895923,Rental unit in Zürich · ★4.67 · 2 bedrooms · 2 beds · 1 bath,19367610,Charlene,Kreis 4,Langstrasse,47.37391,8.52971,Entire home/apt,110,14,3,2019-01-01,0.05,3,0,0,
13927064,Condo in Zürich · ★4.84 · 1 bedroom · 2 beds · 1 bath,25739430,Julian,Kreis 5,Escher Wyss,47.38881,8.51445,Entire home/apt,190,2,64,2023-10-05,0.71,1,249,11,
13980689,Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 bath,475053,James,Kreis 1,Rathaus,47.37137,8.54428,Entire home/apt,305,1,78,2023-12-22,0.87,15,338,25,
13980787,Rental unit in Zürich · ★4.84 · 2 bedrooms · 2 beds · 2 baths,475053,James,Kreis 1,Rathaus,47.3728,8.54192,Entire home/apt,802,1,97,2023-12-22,1.07,15,3,20,
13995023,Rental unit in Zürich · ★5.0 · 4 bedrooms · 6 beds · 2 baths,83579537,Markus,Kreis 10,Wipkingen,47.39051,8.53128,Entire home/apt,,21,5,2023-08-12,0.08,1,0,1,
14113525,Rental unit in Zürich · ★4.73 · 1 bedroom · 3 beds · 1 shared bath,16506657,Karen,Kreis 2,Enge,47.3587,8.52873,Private room,70,2,195,2023-12-09,2.16,3,91,17,
14165529,Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,4248093,Sabine,Kreis 12,Hirzenbach,47.39687,8.58834,Private room,51,2,47,2023-11-08,0.52,2,34,11,
14171312,Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 private bath,5037255,Thomas,Kreis 3,Alt-Wiedikon,47.36496,8.51307,Private room,75,3,122,2023-10-20,1.37,1,357,7,
14332188,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41555,8.5451,Entire home/apt,150,7,3,2018-11-30,0.04,12,178,0,
14369105,Condo in Zürich · Studio · 2 beds · 0 baths,5381572,Yakir,Kreis 3,Alt-Wiedikon,47.36308587127752,8.520963303744793,Entire home/apt,,2,1,2023-10-13,0.39,2,0,1,
14437525,Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,87480387,Yeng,Kreis 3,Alt-Wiedikon,47.36268,8.51804,Private room,95,2,92,2023-09-30,1.16,1,201,8,
14477404,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,14668334,Lea,Kreis 4,Langstrasse,47.37645,8.52396,Private room,73,1,113,2023-12-07,1.29,3,21,49,
14497537,Rental unit in Zürich · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,8887876,Dominique,Kreis 8,Seefeld,47.35908,8.54942,Entire home/apt,145,2,323,2023-12-11,3.98,1,0,64,
14497922,Townhouse in Zürich · ★4.39 · 2 bedrooms · 3 beds · 1 bath,17857491,Roland,Kreis 9,Altstetten,47.38217,8.50044,Entire home/apt,199,3,46,2022-10-14,0.54,1,115,0,
14652186,Condo in Zürich · ★4.92 · 2 bedrooms · 2 beds · 1 bath,18852846,Marco,Kreis 10,Wipkingen,47.39419,8.51608,Entire home/apt,,3,12,2018-08-24,0.14,1,0,0,
14659604,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,88346063,Cristian,Kreis 6,Oberstrass,47.38359,8.54946,Entire home/apt,89,2,152,2023-12-27,1.76,1,0,23,
14766973,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 bath,92108629,Dominik,Kreis 8,Seefeld,47.35863,8.55207,Entire home/apt,85,6,19,2023-11-20,0.24,1,46,9,
14781925,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,447662,Alexandra,Kreis 10,Höngg,47.41419,8.48023,Private room,85,5,9,2023-11-14,0.12,1,86,3,
14823254,Rental unit in Zürich · ★4.86 · 2 bedrooms · 4 beds · 1 shared bath,67421613,Jung Soo,Kreis 11,Oerlikon,47.4076,8.54959,Private room,57,1,84,2023-12-18,0.95,3,13,33,
14861181,Loft in Zürich · ★4.61 · 1 bedroom · 1 bed · 1 bath,5536039,Jacqueline,Kreis 4,Langstrasse,47.37922,8.526,Entire home/apt,,14,140,2022-11-12,1.60,1,0,0,
14896152,Serviced apartment in Zürich · ★4.62 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 1,Hochschulen,47.37031,8.54847,Entire home/apt,85,5,37,2023-09-27,0.45,38,269,4,
14921512,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,23561865,Dimi,Kreis 8,Weinegg,47.3596,8.55853,Entire home/apt,163,2,155,2023-12-10,1.74,61,26,36,
14998360,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,1216871,Salvatore,Kreis 3,Sihlfeld,47.37474,8.51767,Entire home/apt,,2,0,,,1,0,0,
15015809,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,5470758,Branca,Kreis 6,Unterstrass,47.37941,8.54469,Private room,220,2,0,,,2,173,0,
15039385,Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 bath,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.3664,8.52068,Entire home/apt,102,1,422,2023-12-15,4.77,5,259,51,
15096070,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,24528106,Nilmia,Kreis 10,Wipkingen,47.391,8.53157,Private room,86,3,318,2023-12-11,4.12,1,46,50,
15113006,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 2.5 shared baths,25581442,Dan,Kreis 8,Seefeld,47.36048,8.55167,Private room,69,2,52,2023-12-25,0.61,1,55,13,
15172572,Rental unit in Zürich · ★4.94 · 2 bedrooms · 4 beds · 1 bath,2361694,Petra,Kreis 3,Alt-Wiedikon,47.36238,8.51631,Entire home/apt,214,2,178,2023-12-22,2.09,1,160,52,
15250857,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.35884,8.51727,Entire home/apt,166,2,21,2023-05-15,0.24,14,347,2,
15253929,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,73355613,Alessandra,Kreis 10,Wipkingen,47.39451,8.52535,Private room,66,2,43,2023-10-20,0.54,1,42,14,
15341716,Rental unit in Zürich · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,35842531,Michael,Kreis 4,Langstrasse,47.37519,8.5238,Entire home/apt,,1,172,2021-09-15,2.05,2,0,0,
15363618,Guest suite in Zürich · ★4.94 · 1 bedroom · 1 bed · 1 bath,9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,150,3,94,2023-12-05,1.38,3,338,21,
15372451,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,73087510,Heiner,Kreis 4,Langstrasse,47.37504,8.52262,Private room,377,10,3,2017-08-06,0.03,1,84,0,
15519676,Rental unit in Zürich · ★4.61 · 1 bedroom · 1 bed · 1 bath,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.35835,8.51888,Entire home/apt,163,2,18,2022-08-21,0.21,14,305,0,
15525696,Condo in Zürich · ★4.95 · 2 bedrooms · 2 beds · 2 baths,30637041,Ernie,Kreis 5,Escher Wyss,47.39251,8.51145,Entire home/apt,,3,22,2022-05-27,0.26,2,0,0,
15527370,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,30637041,Ernie,Kreis 5,Escher Wyss,47.391609,8.510444,Private room,,21,11,2021-11-30,0.16,2,0,0,
15541196,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,99991407,Gabi,Kreis 11,Seebach,47.41728,8.54833,Private room,32,1,352,2023-12-26,4.04,1,42,103,
15578517,Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,7030232,Janna,Kreis 5,Escher Wyss,47.38741,8.52433,Private room,,3,15,2019-10-30,0.17,2,0,0,
15596713,Rental unit in Zürich · ★4.64 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,167,1,11,2023-06-06,0.29,104,331,2,
15596845,Rental unit in Zürich · ★4.55 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,167,1,22,2020-01-31,0.27,104,0,0,
15596933,Rental unit in Zürich · ★4.62 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,167,1,13,2023-12-02,0.16,104,339,2,
15597068,Rental unit in Zürich · ★4.68 · 2 bedrooms · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,168,1,41,2023-12-01,0.47,104,341,5,
15645106,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,1773765,Serli,Kreis 4,Werd,47.37205,8.52887,Private room,75,3,0,,,1,79,0,
15653745,Rental unit in Zürich · ★4.92 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,98,1,13,2023-10-31,0.15,104,297,1,
15654684,Rental unit in Zürich · ★4.33 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,98,1,3,2022-06-29,0.07,104,117,0,
15654860,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,,1,2,2019-02-25,0.03,104,0,0,
15672243,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,,1,1,2018-07-30,0.02,104,0,0,
15672687,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,92,1,2,2020-07-19,0.04,104,271,0,
15673613,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,92,1,4,2022-03-30,0.08,104,299,0,
15673758,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,92,1,2,2023-10-16,0.12,104,328,1,
15673943,Rental unit in Zürich · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,83,1,2,2019-08-31,0.03,104,326,0,
15674116,Rental unit in Zürich · ★4.67 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,83,1,3,2021-10-03,0.05,104,240,0,
15674393,Rental unit in Zürich · ★4.75 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,83,1,4,2023-08-01,0.06,104,245,1,
15712965,Rental unit in Zürich · ★3.50 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,91,1,4,2022-09-30,0.08,104,6,0,
15764019,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,3,2018-11-01,0.03,104,0,0,
15765564,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,0,,,104,18,0,
15765855,Rental unit in Zürich · ★4.25 · 1 bedroom · 1 bed · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,4,2023-10-22,0.05,104,3,1,
15765978,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,6,2022-07-09,0.09,104,0,0,
15766507,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,91,1,0,,,104,0,0,
15766649,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,3,2020-01-19,0.06,104,0,0,
15766767,Rental unit in Zürich · ★4.83 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,6,2023-07-02,0.18,104,16,1,
15766962,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,0,,,104,20,0,
15780378,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,1,2023-10-28,0.49,104,21,1,
15780649,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,91,1,4,2023-11-09,0.08,104,11,3,
15780767,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,0,,,104,15,0,
15781029,Rental unit in Zürich · ★4.33 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,9,2023-01-12,0.14,104,22,1,
15782017,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,19946038,Beata,Kreis 4,Hard,47.38052,8.51436,Entire home/apt,148,1,157,2022-07-17,1.81,1,258,0,
15782270,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 2.5 shared baths,63514363,Pat Arsene L.,Kreis 11,Oerlikon,47.411,8.53371,Private room,52,7,278,2023-12-18,3.27,1,2,43,
15796209,Condo in Zürich · ★4.97 · 1 bedroom · 2 beds · 1 bath,25633261,Thomas,Kreis 5,Escher Wyss,47.3858,8.51638,Entire home/apt,176,3,35,2023-12-26,0.41,1,154,13,
15796740,Rental unit in Zürich · ★4.29 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,7,2023-12-09,0.13,104,13,1,
15796875,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,1,2019-02-03,0.02,104,15,0,
15797256,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,97,1,1,2023-07-14,0.18,104,0,1,
15797502,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,98,1,6,2023-11-23,0.10,104,24,3,
15853113,Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,39029806,Daniel,Kreis 11,Oerlikon,47.41262,8.55784,Private room,75,1,28,2022-10-31,0.32,2,0,0,
15862347,Condo in Zürich · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,102813335,Walter,Kreis 10,Wipkingen,47.40095,8.53152,Private room,75,3,16,2023-12-08,0.32,1,168,6,
15863621,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,76702774,Sabrina,Kreis 12,Saatlen,47.40772,8.55985,Entire home/apt,85,360,0,,,1,365,0,
15879427,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,3072679,Felix,Kreis 3,Alt-Wiedikon,47.36059,8.52201,Entire home/apt,,3,7,2020-03-14,0.08,5,0,0,
15946738,Rental unit in Zürich · ★4.60 · 3 bedrooms · 2 beds · 1.5 baths,8370002,Cecilia & Pietro,Kreis 6,Oberstrass,47.38599,8.55144,Entire home/apt,,3,5,2018-12-30,0.06,1,0,0,
16045646,Rental unit in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 bath,36108777,Aurelia,Kreis 4,Hard,47.3782,8.51254,Entire home/apt,450,2,10,2023-08-15,0.21,1,89,3,
16046971,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,101365596,Fabienne,Kreis 2,Enge,47.36255,8.52371,Entire home/apt,159,28,2,2018-05-22,0.03,3,363,0,
16145275,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,73474333,Lukas,Kreis 10,Höngg,47.40069,8.4937,Private room,286,15,0,,,1,87,0,
16185714,Serviced apartment in Zürich · ★4.17 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 1,Hochschulen,47.36848,8.54866,Entire home/apt,89,5,72,2023-12-11,0.93,38,294,19,
16222729,Home in Zürich · 5 bedrooms · 7 beds · 2.5 baths,10287653,Lucas,Kreis 11,Affoltern,47.4271,8.50989,Entire home/apt,300,60,0,,,1,365,0,
16231000,Rental unit in Zürich · ★4.81 · 1 bedroom · 3 beds · 1 bath,4728984,Tobby,Kreis 4,Langstrasse,47.37852,8.53366,Entire home/apt,207,3,37,2023-09-26,0.46,1,60,6,
16238364,Rental unit in Zürich · ★4.91 · 2 bedrooms · 3 beds · 1 bath,8525630,Deniz,Kreis 10,Wipkingen,47.39346,8.52315,Entire home/apt,,4,11,2023-10-26,0.13,1,0,1,
16263695,Condo in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 bath,39891937,Joy,Kreis 9,Albisrieden,47.37953,8.48811,Private room,48,8,26,2023-12-09,0.31,4,212,3,
16263857,Rental unit in Zürich · ★4.61 · Studio · 1 bed · 1 bath,13570663,Christian Robert,Kreis 1,Rathaus,47.37334,8.54261,Entire home/apt,104,4,288,2023-12-03,3.37,35,344,41,
16329215,Rental unit in Zürich · ★4.98 · 2 bedrooms · 2 beds · 1 bath,57254504,Deborah,Kreis 2,Wollishofen,47.3518,8.53141,Entire home/apt,170,3,124,2020-01-01,1.48,1,0,0,
16364923,Rental unit in Zürich · ★4.94 · 2 bedrooms · 2 beds · 1 bath,10069158,Nemanja,Kreis 4,Langstrasse,47.37787,8.51978,Entire home/apt,130,1,16,2018-01-03,0.19,1,107,0,
16375227,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,4452206,Louisa,Kreis 9,Altstetten,47.38966,8.49139,Entire home/apt,240,5,1,2018-03-30,0.01,3,363,0,
16390223,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,43111694,Susanna,Kreis 7,Witikon,47.35646,8.59978,Private room,45,28,3,2019-09-22,0.05,14,269,0,
16435353,Rental unit in Zürich · ★4.74 · 1 bedroom · 2 beds · 1 bath,62954320,Rakhal,Kreis 10,Höngg,47.39807,8.50663,Entire home/apt,106,2,89,2023-09-18,1.11,4,0,24,
16445807,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,105658130,David,Kreis 11,Seebach,47.41882,8.53817,Private room,150,4,0,,,1,87,0,
16595111,Rental unit in Zürich · ★4.44 · 2 bedrooms · 3 beds · 1 bath,1277121,Nina,Kreis 10,Wipkingen,47.39394,8.53179,Entire home/apt,51,50,16,2020-01-02,0.20,1,32,0,
16611283,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,109624444,Richard,Kreis 4,Werd,47.37224,8.52971,Entire home/apt,200,30,0,,,1,0,0,
16735328,Loft in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,21667827,Lara,Kreis 6,Oberstrass,47.38338,8.55021,Entire home/apt,92,270,20,2020-04-03,0.24,1,55,0,
16791727,Rental unit in Zürich · ★4.86 · 3 bedrooms · 4 beds · 2.5 baths,1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,564,1,398,2023-11-17,4.74,4,153,50,
16840106,Rental unit in Zürich · ★4.56 · 2 bedrooms · 2 beds · 1.5 baths,64807566,Anna,Kreis 1,Lindenhof,47.37274,8.54062,Entire home/apt,443,2,50,2021-08-18,0.60,2,90,0,
16864720,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.41105,8.54262,Entire home/apt,108,5,1,2017-06-21,0.01,38,145,0,
16875656,Serviced apartment in Zürich · ★5.0 · 3 bedrooms · 3 beds · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.41034,8.54139,Entire home/apt,130,5,4,2017-09-30,0.05,38,176,0,
16891739,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 bath,66512883,Jose Luis,Kreis 9,Albisrieden,47.3802957,8.494612499999999,Private room,67,1,9,2023-12-26,5.40,1,148,9,
16938543,Loft in Zürich · ★4.48 · 1 bedroom · 3 beds · 1 bath,113205995,Katja,Kreis 5,Escher Wyss,47.39143,8.51912,Entire home/apt,139,5,21,2023-03-19,0.25,1,3,2,
16940188,Rental unit in Zürich · ★4.40 · 2 bedrooms · 1 bed · 1 shared bath,110912825,Meisam,Kreis 2,Leimbach,47.33189,8.51459,Private room,108,2,5,2017-06-29,0.06,1,89,0,
17023300,Villa in Zürich · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37816,8.55882,Private room,,1,10,2019-12-05,0.12,14,0,0,
17032745,Serviced apartment in Zürich · ★4.0 · 2 bedrooms · 2 beds · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.41098,8.54256,Entire home/apt,156,5,8,2023-04-07,0.10,38,9,1,
17083952,Rental unit in Zürich · ★4.94 · 4 bedrooms · 4 beds · 2 baths,11210478,Patrick,Kreis 2,Enge,47.36657,8.52646,Entire home/apt,439,5,16,2023-08-16,0.28,1,126,5,
17094910,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,16131162,Thomas,Kreis 9,Altstetten,47.38842,8.48265,Entire home/apt,299,1,0,,,1,363,0,
17138503,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 bath,19610180,Rossana,Kreis 3,Alt-Wiedikon,47.36180143555443,8.518479087800163,Entire home/apt,85,10,66,2023-12-11,1.09,17,359,38,
17259300,Rental unit in Zürich · ★4.80 · 2 bedrooms · 4 beds · 2 baths,23561865,Dimi,Kreis 8,Seefeld,47.36294,8.5492,Entire home/apt,189,2,225,2023-03-31,2.73,61,27,8,
17267151,Villa in Zürich · ★4.84 · 5 bedrooms · 5 beds · 3.5 baths,113193480,Silverus,Kreis 2,Wollishofen,47.34338,8.53135,Entire home/apt,1413,3,19,2023-11-19,0.25,2,360,3,
17428463,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,106120375,Laurent,Kreis 3,Alt-Wiedikon,47.36204,8.5157,Entire home/apt,76,7,8,2023-05-22,0.29,1,126,2,
17471935,Serviced apartment in Zürich · ★4.40 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.3747,8.51632,Entire home/apt,90,5,30,2023-10-23,0.38,38,353,7,
17506390,Rental unit in Zürich · ★4.47 · Studio · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,161,1,49,2023-12-04,0.62,104,347,18,
17648054,Rental unit in Zürich · ★4.92 · 2 bedrooms · 3 beds · 1 bath,119947257,Patrick,Kreis 3,Alt-Wiedikon,47.35808,8.51953,Entire home/apt,159,3,26,2023-12-13,0.32,1,0,7,
